ZCTA,lat,lon,city
24324,36.97461,-80.78836,Draper
24325,36.80918,-80.60608,Dugspur
24326,36.72771,-81.19625,Elk Creek
24327,36.77357,-81.82971,Emory
24328,36.66185,-80.69382,Fancy Gap
24330,36.72375,-81.02471,Fries
24333,36.64057,-80.92921,Galax
24340,36.75267,-81.75891,Glade Spring
24343,36.76612,-80.70045,Hillsville
24347,36.95958,-80.65598,Hiwassee
24348,36.63897,-81.17392,Independence
24350,36.81109,-81.01757,Ivanhoe
24351,36.58081,-80.76591,Lambsburg
24352,36.71547,-80.53437,Laurel Fork
24354,36.82159,-81.54001,Marion
24360,36.93917,-80.9023,Max Meadows
24361,36.76672,-81.84552,Meadowview
24363,36.6137,-81.40084,Mouth Of Wilson
24366,37.26426,-81.10315,Rocky Gap
24368,36.89283,-81.30003,Rural Retreat
24370,36.91345,-81.69107,Saltville
24374,36.79129,-81.20178,Speedwell
24375,36.77128,-81.39026,Sugar Grove
24377,37.00206,-81.56961,Tannersville
24378,36.69126,-81.42944,Troutdale
24380,36.85672,-80.50183,Willis
24381,36.72453,-80.83924,Woodlawn
24382,36.95702,-81.10652,Wytheville
24401,38.13257,-79.08846,Staunton
24411,38.11784,-79.33052,Augusta Springs
24412,38.05774,-79.83096,Bacova
24413,38.50753,-79.55925,Blue Grass
24415,37.91099,-79.31126,Brownsburg
24416,37.72892,-79.35534,Buena Vista
24421,38.26389,-79.20019,Churchville
24422,37.83041,-79.75128,Clifton Forge
24426,37.76589,-80.06927,Covington
24430,38.076,-79.34181,Craigsville
24431,38.16897,-78.83924,Crimora
24432,38.17639,-79.43845,Deerfield
24433,38.41817,-79.46461,Doe Hill
24435,37.86716,-79.30663,Fairfield
24437,38.2116,-78.933,Fort Defiance
24439,38.01151,-79.47359,Goshen
24440,37.99595,-79.16574,Greenville
24441,38.22823,-78.8109,Grottoes
24442,38.35971,-79.39028,Head Waters
24445,37.96615,-79.88013,Hot Springs
24448,37.79836,-79.79002,Iron Gate
24450,37.77883,-79.53888,Lexington
24457,37.79379,-79.87014,Low Moor
24458,38.33066,-79.51201,McDowell
24459,38.02955,-79.28621,Middlebrook
24460,38.02237,-79.65048,Millboro
24464,37.86082,-79.10398,Montebello
24465,38.39611,-79.64636,Monterey
24467,38.2592,-78.97249,Mount Sidney
24469,38.20099,-78.90828,New Hope
24471,38.30837,-78.79645,Port Republic
24472,37.93833,-79.22194,Raphine
24473,37.9129,-79.41052,Rockbridge Baths
24474,37.80504,-79.84731,Selma
24476,37.97231,-79.22,Steeles Tavern
24477,38.00416,-79.04374,Stuarts Draft
24479,38.15353,-79.23992,Swoope
24482,38.20502,-78.99706,Verona
24483,37.81484,-79.2256,Vesuvius
24484,38.1448,-79.82013,Warm Springs
24485,38.27521,-79.33165,West Augusta
24486,38.29366,-78.92925,Weyers Cave
24487,38.20099,-79.58105,Williamsville
24501,37.35565,-79.15608,Lynchburg
24502,37.35624,-79.2194,Lynchburg
24503,37.45272,-79.24286,Lynchburg
24504,37.36673,-79.04953,Lynchburg
24515,37.35261,-79.17827,Lynchburg
24517,37.14532,-79.23258,Altavista
24520,36.58486,-79.03752,Alton
24521,37.63672,-79.09539,Amherst
24522,37.37324,-78.78591,Appomattox
24523,37.3364,-79.52347,Bedford
24526,37.55452,-79.40169,Big Island
24527,36.7324,-79.34577,Blairs
24528,37.07733,-78.8777,Brookneal
24529,36.62452,-78.64001,Buffalo Junction
24530,36.80785,-79.61044,Callands
24531,36.83922,-79.44332,Chatham
24534,36.87835,-78.76691,Clover
24536,37.48996,-79.32097,Coleman Falls
24538,37.32908,-78.95367,Concord
24539,36.85376,-78.90728,Crystal Hill
24540,36.64235,-79.42473,Danville
24541,36.59072,-79.51572,Danville
24549,36.71584,-79.50632,Dry Fork
24550,37.23493,-79.26898,Evington
24551,37.36655,-79.3268,Forest
24553,37.54845,-78.81907,Gladstone
24554,37.13674,-79.06639,Gladys
24555,37.6678,-79.47007,Glasgow
24556,37.38093,-79.4021,Goode
24557,36.9666,-79.30401,Gretna
24558,36.77914,-78.95741,Halifax
24562,37.70577,-78.62241,Howardsville
24563,37.06106,-79.27385,Hurt
24565,36.85259,-79.18588,Java
24566,36.72747,-79.25069,Keeling
24569,37.0463,-79.12129,Long Island
24570,37.3486,-79.4272,Lowry
24571,37.13671,-79.37983,Lynch Station
24572,37.46514,-79.09628,Madison Heights
24574,37.57589,-79.24714,Monroe
24577,36.93762,-78.97553,Nathalie
24578,37.66269,-79.55693,Natural Bridge
24579,37.58763,-79.50483,Natural Bridge Station
24580,36.58328,-78.68,Nelson
24581,37.65692,-78.8098,Norwood
24586,36.60776,-79.2828,Ringgold
24588,37.26408,-79.09997,Rustburg
24589,36.75528,-78.75555,Scottsburg
24590,37.79353,-78.47767,Scottsville
24592,36.67808,-78.95474,South Boston
24593,37.32651,-78.91342,Spout Spring
24594,36.64217,-79.18504,Sutherlin
24595,37.55904,-79.08421,Sweet Briar
24597,36.78553,-79.1095,Vernon Hill
24598,36.60521,-78.7828,Virgilina
24599,37.63289,-78.72452,Wingina
24601,37.19068,-81.64049,Amonate
24602,37.18383,-81.65762,Bandy
24603,37.35607,-82.1914,Big Rock
24604,37.21088,-81.54378,Bishop
24605,37.24093,-81.36123,Bluefield
24606,37.28814,-81.39183,Boissevain
24607,37.29498,-82.26533,Breaks
24609,37.02955,-81.795,Cedar Bluff
24612,37.09728,-81.84461,Doran
24613,37.262,-81.3385,Falls Mills
24614,37.31466,-82.07181,Grundy
24620,37.43335,-82.01932,Hurley
24622,37.22005,-81.79638,Jewell Ridge
24630,37.17292,-81.4782,North Tazewell
24631,37.2202,-81.99714,Oakwood
24634,37.27411,-81.90253,Pilgrims Knob
24635,37.30683,-81.34962,Pocahontas
24637,37.05258,-81.70981,Pounding Mill
24639,37.17357,-81.90461,Raven
